행정구역,2011-1,2011-2,2011-3,2011-4,2011-5,2011-6,2011-7,2011-8,2011-9,2011-10,2011-11,2011-12
1,이천동,"15,748","15,712","15,708","15,677","15,700","15,676","15,609","15,559","15,505","15,468","15,449","15,456"
2,봉덕1동,"9,293","9,285","9,248","9,260","9,253","9,234","9,194","9,214","9,207","9,201","9,130","9,119"
3,봉덕2동,"12,569","12,567","12,534","12,515","12,563","12,561","12,589","12,672","12,697","12,722","12,738","12,779"
4,봉덕3동,"19,059","19,035","18,987","18,930","18,893","18,878","18,865","18,833","18,802","18,837","18,801","18,802"
5,대명1동,"12,286","12,264","12,289","12,244","12,277","12,293","12,286","12,257","12,286","12,251","12,271","12,365"
6,대명2동,"13,875","13,823","13,720","13,701","13,672","13,687","13,676","13,623","13,621","13,628","13,629","13,574"
7,대명3동,"15,359","15,340","15,329","15,337","15,298","15,268","15,230","15,196","15,116","15,111","15,079","15,054"
8,대명4동,"13,246","13,220","13,169","13,114","13,096","13,131","13,119","13,054","13,042","12,983","12,936","12,926"
9,대명5동,"9,401","9,371","9,323","9,357","9,317","9,308","9,309","9,298","9,275","9,248","9,255","9,243"
10,대명6동,"10,413","10,390","10,412","10,367","10,354","10,315","10,345","10,384","10,356","10,377","10,421","10,433"
11,대명9동,"16,316","16,300","16,248","16,208","16,200","16,170","16,131","16,205","16,191","16,191","16,125","16,058"
12,대명10동,"10,399","10,427","10,362","10,363","10,357","10,389","10,391","10,418","10,388","10,353","10,356","10,359"
13,대명11동,"10,245","10,211","10,220","10,175","10,158","10,200","10,168","10,219","10,170","10,162","10,173","10,122"
